id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
35233735,CENTER of the WORLD NYC--LargeGroups--SPACE--6beds,211018651,Thiago & Larissa,Manhattan,Hell's Kitchen,Entire home/apt,930,1,0,,,1,360
15842191,Cozy room in the heart of Park Slope.,18240752,Vadzim,Brooklyn,Park Slope,Private room,47,2,7,2017-05-01,0.26,1,0
8444115,2br Design in the heart of LES,15231059,Apollo,Manhattan,Lower East Side,Entire home/apt,250,2,8,2016-07-23,0.17,4,297
35839537,Empire State Jazz! Superb location!,269585762,Teri,Manhattan,Midtown,Entire home/apt,99,1,2,2019-06-22,2.0,1,264
9474607,Brand new apt in heart of Midtown!,43951918,Mian,Manhattan,Hell's Kitchen,Entire home/apt,280,4,0,,,1,0
10041376,Studio Apartment in Midtown NYC,51542781,Jessica,Manhattan,Hell's Kitchen,Entire home/apt,98,7,6,2018-11-26,0.14,1,0
33397908,Sunny apartment on L train in Bushwick/Ridgewood,30751157,Nick,Queens,Ridgewood,Private room,89,3,4,2019-06-02,1.88,1,68
5037892,Stay in Harlem 1 - 3 months!,6228539,Michelle,Manhattan,Harlem,Private room,75,30,1,2019-05-03,0.45,2,330
27001229,Cozy quite room for 2,149296850,Septina,Brooklyn,Bedford-Stuyvesant,Private room,80,2,3,2018-10-02,0.26,4,82
28659172,Spacious/comfortable/detailed/eclectic  apartment,23871497,Jay,Queens,Jackson Heights,Entire home/apt,95,3,12,2019-07-01,1.31,1,31
35080969,Gorgeous 2BR Apartment in Manhattan Center,263206972,Raquel,Manhattan,Kips Bay,Entire home/apt,294,3,5,2019-07-04,4.41,1,64
12929852,"New York City Brownstone, Hip and Historic Harlem",58782992,Mark And Josephine,Manhattan,Harlem,Entire home/apt,450,31,56,2019-05-28,1.5,2,341
22529877,Cosy.,156505456,John,Brooklyn,East New York,Private room,35,3,18,2019-03-17,1.02,13,79
7664066,Cheerful Private Bedroom 5min to F & N Trains,17466612,Tanya,Brooklyn,Bensonhurst,Private room,43,2,22,2018-10-09,0.54,2,0
14624028,Bright Bedroom in Brooklyn!,16205633,Gea,Brooklyn,Kensington,Private room,45,7,5,2018-08-19,0.14,1,343
4687896,Adelphi Garden Apartment,24236837,Faye,Brooklyn,Fort Greene,Entire home/apt,80,30,6,2017-05-31,0.11,1,187
34565716,Mid-century-bricks exposed in Manhattan/ 2 beds,56889786,Pierre,Manhattan,East Harlem,Entire home/apt,120,2,0,,,1,34
9637937,Art Lovers Lower East Side 2bedroom,24298532,Brian,Manhattan,Lower East Side,Private room,125,1,85,2019-06-29,2.23,1,335
22087812,Cozy Studio with Private Entrance,161352782,Linda,Staten Island,Clifton,Entire home/apt,65,1,70,2019-06-28,8.43,1,300
10123090,Midtown Manhattan steps from 5thAve,51948055,Yvonne,Manhattan,Midtown,Entire home/apt,500,29,5,2016-09-26,0.13,1,88
33046367,"cozy bedroom close to Time Square, Manhattan",248723983,Jeyruth,Manhattan,Hell's Kitchen,Private room,93,1,1,2019-05-30,0.75,1,0
23895775,Bright + Spacious apartment 3 blocks from the L,29099312,Erin,Brooklyn,Bushwick,Private room,60,1,3,2018-07-30,0.22,1,0
21981313,Lovely spacious apartment in prime location,44102819,Anne,Brooklyn,Greenpoint,Entire home/apt,120,7,1,2018-01-04,0.05,1,0
32964714,Stylish bedroom in new luxurious industrial apt #1,38043348,Moises,Manhattan,Harlem,Private room,90,1,23,2019-07-01,6.0,2,254
9623722,One of a Kind Duplex Garden Apt,518931,Amal,Manhattan,Harlem,Entire home/apt,260,3,38,2019-07-02,0.94,1,296
36441908,Amazing flex room in financial district with view,112024431,Dariné,Manhattan,Financial District,Private room,99,4,0,,,1,22
2650690,Carroll Gardens entire apartment,7706697,Barbara,Brooklyn,Carroll Gardens,Private room,150,4,0,,,2,257
34019915,"Homey, Friendly Apt Share Next to Subway",253836845,Ollie,Brooklyn,Crown Heights,Private room,66,30,2,2019-05-25,1.0,7,223
32935473,Private room in Astoria... 20 min to the city.,90043913,Yudum,Queens,Ditmars Steinway,Private room,55,2,8,2019-07-07,2.26,2,110
2220959,XTRA LARGE 1 Bedroom Gramercy Apt,11330638,Lindsay,Manhattan,Kips Bay,Entire home/apt,749,1,0,,,1,0
25323294,Entire apartment with amazing views!,40078170,Sandy,Manhattan,Financial District,Entire home/apt,245,2,8,2018-12-09,0.68,1,163
8712309,Large and cosy room with private insuite bathroom,22577148,Diana,Brooklyn,Bedford-Stuyvesant,Private room,110,2,86,2019-07-02,1.9,7,316
4500615,"Chelsea, balcony and 2 bedrooms!",6519939,Raj,Manhattan,Chelsea,Entire home/apt,320,3,0,,,1,0
11284626,Large BR in Spacious Artist Loft,7519175,Ira,Brooklyn,Bushwick,Private room,75,3,0,,,1,0
23219361,Cozy Studio near South Beach :-),59966705,Arek,Staten Island,Arrochar,Entire home/apt,71,2,30,2019-06-14,1.8,1,306
22545284,"Private Brooklyn studio, cozy for wintertime",3073721,Jennifer,Brooklyn,East Flatbush,Entire home/apt,85,2,52,2019-01-01,3.54,1,0
30086614,"private room in clean, homey apartment",3147746,Elise,Manhattan,Washington Heights,Private room,27,29,1,2018-11-20,0.13,1,124
782063,Cozy apartment steps to subway,4125000,Joseph,Brooklyn,Bedford-Stuyvesant,Entire home/apt,119,5,7,2016-04-23,0.09,1,0
13641625,Private rooms in beautiful apartment on UWS,26621764,Marit,Manhattan,Morningside Heights,Private room,150,1,0,,,1,0
19924521,Artist Loft in Prime trendy East Williamsburg!,53710434,Luisa,Brooklyn,Bushwick,Entire home/apt,85,5,2,2019-05-21,0.32,1,49
19403353,"New studio in Gowanus, Brooklyn",14404488,Iván,Brooklyn,Gowanus,Entire home/apt,102,10,0,,,1,0
36140236,Beautiful room near central park,271393608,Michael,Manhattan,Hell's Kitchen,Shared room,69,1,1,2019-06-30,1.0,6,24
4152752,Location is Everything. And Quiet Too!,21546973,Niko,Manhattan,Hell's Kitchen,Private room,103,1,394,2019-06-30,6.79,1,237
34608937,Heart of Manhattan! 3BR Near Time Square!,256726587,Rolando,Manhattan,Hell's Kitchen,Entire home/apt,199,30,1,2019-05-25,0.67,1,176
19226980,Brownstone Living,33365473,Paul,Brooklyn,Bedford-Stuyvesant,Entire home/apt,650,31,0,,,2,358
24491450,Greenpoint Delight,4831440,Caroline,Brooklyn,Greenpoint,Entire home/apt,100,4,12,2019-06-23,0.92,1,0
22869573,Best location! Cozy East Village bohemian loft>>,17631246,Yamile,Manhattan,East Village,Entire home/apt,150,2,20,2019-05-27,1.15,1,0
14982260,Newly renovated 1-bm apt with a wooden deck.,10162189,Adrian,Queens,Astoria,Entire home/apt,180,4,45,2019-06-30,1.32,1,351
12806356,"Elegant/Classy Artist Loft, 2 Priv bdms/CLEAN",8416362,Margaret,Queens,Long Island City,Entire home/apt,260,21,17,2018-12-16,0.46,1,42
2595,Skylit Midtown Castle,2845,Jennifer,Manhattan,Midtown,Entire home/apt,225,1,45,2019-05-21,0.38,2,355
34723946,Suit3,257683179,H Ai,Queens,Flushing,Private room,42,1,7,2019-06-21,5.0,6,207
8973682,1 Room in Apt. near Columbia Univ.,26271616,Ian,Manhattan,Upper West Side,Private room,98,2,1,2015-12-20,0.02,2,0
31511141,GEM AT THE HEART OF NOLITA MOTT& PRINCE ST.,236107297,Raquel,Manhattan,Nolita,Entire home/apt,199,7,1,2019-04-21,0.38,1,124
30805617,61 street and 2 ave apt D Manhattan,180380802,Avner,Manhattan,Midtown,Entire home/apt,140,2,1,2019-05-19,0.59,4,354
35221421,Indépendant space in charming Williamsburg.,203946076,Harun,Brooklyn,Williamsburg,Entire home/apt,50,3,2,2019-06-17,2.0,1,152
409666,"1 bdr apt, sunny & artsy, 4 min walk to the beach",405225,Olga,Brooklyn,Brighton Beach,Entire home/apt,75,2,8,2016-09-18,0.1,1,2
26107318,Great Townhome!! 1 Stop from Manhattan! Sleeps 6,99268393,Brian,Queens,Long Island City,Entire home/apt,175,2,42,2019-07-01,3.77,1,238
7032855,Clean & Cozy- Private Room by Park and Subway!,7651357,Jayanthi,Brooklyn,Flatbush,Private room,48,2,55,2018-06-14,1.12,1,0
9132731,"2800 SQ FT Loft for Off-Sites, Events, & Shoots",6674503,Evelyn,Brooklyn,Clinton Hill,Entire home/apt,750,1,6,2019-06-14,0.17,1,365
29184093,Opalite Bedroom,119669058,Melissa,Brooklyn,Bedford-Stuyvesant,Private room,49,2,9,2019-07-03,1.02,34,308
3715638,Sunny Private Room at Central Park!,9784206,Saint,Manhattan,East Harlem,Private room,72,1,204,2019-07-05,3.41,1,219
28918915,B2. Shared room for 4-5 guests,215588687,Levi,Brooklyn,Prospect-Lefferts Gardens,Shared room,30,2,5,2019-04-12,0.55,6,352
25786000,Explorer's Apartment,193791518,Micheal,Manhattan,Midtown,Entire home/apt,186,3,45,2019-07-06,3.8,1,219
6611592,Modern luxury apartment - easy subway to Manhattan,4124666,Rafik,Queens,Ditmars Steinway,Entire home/apt,180,1,145,2019-07-04,3.55,1,33
27623260,Upper East Side creative sanctuary apartment,17898332,Zizi,Manhattan,Upper East Side,Entire home/apt,150,4,7,2019-06-24,0.69,1,0
9345056,Cozy Room in Bushwick Apartment!,16963843,Martina,Brooklyn,Bushwick,Private room,50,5,28,2018-08-20,1.36,2,0
15790820,Beautiful Room in Clinton Hill,33924547,Laura,Brooklyn,Bedford-Stuyvesant,Private room,130,3,0,,,1,0
34537321,Pleasant & comfortable furnished studio apartment,83786650,Bridge,Manhattan,Upper East Side,Entire home/apt,110,30,0,,,8,331
24194478,Williamsburg loft just 20 mins from manhattan!!!,182363374,Jimmy,Brooklyn,Greenpoint,Private room,85,1,57,2019-06-29,3.78,7,16
33267781,Lincoln Center Haven - private room with ensuite,250512369,Jaclyn,Manhattan,Upper West Side,Private room,159,1,7,2019-06-05,2.56,1,302
24594184,"Cozy Mott Haven-Steps from Subway, Total Privacy",185850609,Samuel,Bronx,Mott Haven,Entire home/apt,125,3,62,2019-07-02,4.34,1,253
795680,Upper East side cozy 1 bdr apt,4191209,Fran,Manhattan,Upper East Side,Entire home/apt,105,14,7,2019-01-06,0.16,1,84
2137796,A Beautiful Brownstone,10909829,Richelle And Pela,Brooklyn,Bedford-Stuyvesant,Entire home/apt,170,3,125,2019-06-22,1.86,2,314
19877695,1 Room in Spacious Harlem Manhattan 3BR Home,25653961,Tatianna,Manhattan,Harlem,Private room,50,3,5,2018-12-30,0.22,1,0
28355651,A Cozy Room in New York Apartment,214095681,Pavel And Sarah,Queens,Sunnyside,Private room,65,2,64,2019-07-01,6.34,2,6
12864971,Large Studio Seconds From NYC,70333355,Makram,Queens,Ditmars Steinway,Entire home/apt,400,1,0,,,1,0
18731641,The Omaric,53560822,Desmond,Manhattan,Harlem,Entire home/apt,95,2,49,2019-07-02,1.92,1,14
36228485,Prospect Park Gem! One Room One  Block from Park!,3678447,Lauren,Brooklyn,Prospect-Lefferts Gardens,Private room,150,2,0,,,1,27
33090783,Modern East Williamsburg Apartment,713776,Hayley,Brooklyn,Williamsburg,Entire home/apt,94,3,4,2019-06-16,1.32,1,31
21436653,The Stockholm Suite (2 min to subway),155400834,Matt,Manhattan,Harlem,Entire home/apt,245,2,82,2019-06-30,4.44,1,135
13893494,Idyllic Two Bedroom Apt in the heart of Chelsea,2700098,Kendall,Manhattan,Chelsea,Entire home/apt,350,3,6,2017-05-29,0.17,1,0
17571026,CLEAN STYLISH SUNNY & COMFORTABLE ONE-BED in L.E.S,6335895,Analisa,Manhattan,Lower East Side,Entire home/apt,220,4,16,2019-06-02,0.65,1,14
23662000,omoh comfort,177157966,Lohlah,Queens,St. Albans,Private room,45,3,9,2018-11-04,0.57,1,90
18051607,2 Bedroom & garden-South Park Slope,52577563,Rosa,Brooklyn,Sunset Park,Entire home/apt,150,5,2,2017-09-16,0.08,3,179
10732197,Live on an island in NYC!,22774265,Pika,Manhattan,Roosevelt Island,Private room,64,3,51,2019-06-30,1.28,1,40
9331520,Large Brooklyn Apartment In Townhouse,6894897,Autumn,Brooklyn,Bedford-Stuyvesant,Entire home/apt,165,2,166,2019-07-01,3.76,1,8
6897911,Chic and Cozy Heart of Williamsburg,72773,Guillerma,Brooklyn,Williamsburg,Private room,100,3,51,2019-06-22,1.07,1,345
34903478,Roomy & Spacious Modern  Bedroom near J train,5680111,Timothy,Brooklyn,Bushwick,Private room,65,5,2,2019-06-13,1.71,7,139
9886735,Bohemian Room in 2 bdr apt.,17023017,Sade,Brooklyn,Crown Heights,Private room,80,2,0,,,1,0
18873930,Furnished one bedroom in midtown Manhattan,120762452,Stanley,Manhattan,Murray Hill,Entire home/apt,175,30,5,2018-12-03,0.21,50,147
13686914,Murray Hill/Midtown East Flex Bedroom,28250527,Elisa,Manhattan,Midtown,Private room,65,1,0,,,1,0
34036333,Flamingo Paradiso East,11418912,Gus,Brooklyn,Williamsburg,Entire home/apt,100,3,7,2019-07-03,3.0,1,66
35059538,Large private room with a queen bed near LGA (#4),264092618,Ajmol,Queens,East Elmhurst,Private room,70,1,13,2019-07-07,9.07,5,88
30640875,Traditional yet Modern home away from home,229554591,Kelsang,Queens,Sunnyside,Private room,49,1,1,2019-01-19,0.18,2,0
15218699,2Bdrm PRESIDENTIAL CONDO Wyndham Midtown 45 Hotel,96098402,Wynpoints,Manhattan,Midtown,Private room,799,4,3,2016-12-28,0.09,12,365
13694021,"BasementSolo Private bedRoom No 
Window in NYC, 2E",31307789,Luffy,Queens,Corona,Shared room,27,2,13,2019-06-21,0.35,2,361
7555283,Lovely 2 Bedroom in Upper West Side,39599671,Sara,Manhattan,Upper West Side,Entire home/apt,200,5,12,2018-06-16,0.26,1,0
34283312,2BR in Bushwick! 20 min to Manhattan!,258831812,Veronika,Queens,Ridgewood,Entire home/apt,170,7,0,,,1,126
28286101,*** Hell's kitchen quiet private room ***,137191484,Maria,Manhattan,Hell's Kitchen,Private room,99,1,62,2019-06-30,6.55,5,351
297611,Inexpensive apartment in exchange for cat-care,997124,Alison,Brooklyn,Fort Greene,Private room,35,3,1,2018-05-13,0.07,1,0
33607276,"Central Herald Sq.1BR w/ Roofdeck, Gym next to the subway by Blueground",107434423,Blueground,Manhattan,Midtown,Entire home/apt,334,30,0,,,232,311
10207847,Design By Stark!Basket Ball!Washer& Dryer !5230,16098958,Jeremy & Laura,Manhattan,Financial District,Entire home/apt,165,30,0,,,96,329
4782243,Charming LES studio w/ BBQ patio,2715121,Miriam,Manhattan,Lower East Side,Entire home/apt,180,1,5,2016-05-22,0.09,1,0
20467141,Private Bed and Bath by Morningside/Central Park!,22822259,Kellie,Manhattan,Harlem,Private room,90,2,67,2019-07-06,2.99,1,63
16804336,"Michael's Cozy Studio Central Park, Subway 1,A B C",47062032,Michael,Manhattan,Morningside Heights,Entire home/apt,130,2,56,2018-01-15,1.9,1,0
2159193,The Perfect 1-bedroom in Cobble Hill,11012377,Edward,Brooklyn,Carroll Gardens,Entire home/apt,125,5,2,2019-04-19,0.32,1,196
23869761,Cozy Bedroom with Queen Size Bed,29326392,Ben,Brooklyn,Bushwick,Private room,31,2,1,2018-03-27,0.06,1,0
1123960,Private Rm for 1 in Historic Harlem,6165258,Gita,Manhattan,Harlem,Private room,70,28,16,2018-01-01,0.22,3,365
352864,Cute Private room in Upper East Side #14,1786901,Shai,Manhattan,Upper East Side,Private room,60,3,5,2019-06-29,1.47,9,0
25814039,Cosy soulful studio in the Upper West Side,193983914,Yul,Manhattan,Upper West Side,Entire home/apt,125,2,49,2019-06-28,3.79,1,2
24103912,⭐︎⭐︎PRIVATE Bathroom⭐︎⭐︎2min to subway+huge living,19303369,Hiroki,Queens,Woodside,Private room,41,30,1,2018-09-16,0.1,37,1
29158199,한성 韓城 Han C (2F),92706260,Kane,Queens,Flushing,Private room,45,1,58,2019-06-20,6.42,5,75
33168966,Lower East Side at East Broadway 2b,168565806,Paolo,Manhattan,Lower East Side,Entire home/apt,125,30,1,2019-05-26,0.68,2,46
4615887,Lofted duplex in Kips Bay,23073152,Cara,Manhattan,Kips Bay,Entire home/apt,350,2,0,,,1,0
33086413,Beautiful  one bedroom in Astoria NY private Room,65887955,Mike,Queens,Astoria,Private room,69,3,0,,,1,73
3987599,"Great 3 Bdrm- Internships, Students",20670246,Jaxon,Brooklyn,Bushwick,Entire home/apt,93,30,23,2018-06-24,0.4,1,226
11187353,Cute Cozy 1 bdrm in Carroll Garden!,3285470,Joannie,Brooklyn,Cobble Hill,Entire home/apt,190,31,23,2019-06-22,0.62,1,288
6574595,Two Adjoined Rooms Williamsburg,909577,Jaclyn,Brooklyn,Williamsburg,Private room,199,1,2,2018-01-04,0.06,3,346
15729325,Cozy Bedroom in a great location.,101632253,Linnette,Manhattan,East Harlem,Private room,100,3,20,2018-06-10,0.66,1,188
15260962,Luxury 2BR Penthouse in the hearth of Soho (Nyc),26830685,Gaia&Pietro,Manhattan,SoHo,Entire home/apt,850,3,32,2019-06-24,1.04,1,262
28272634,Private 2 room apartment in the East village,8554637,Rory,Manhattan,East Village,Private room,149,3,36,2019-06-23,3.94,1,109
21504803,Modern Industrial Williamsburg 1br Apt on Bedford,156249849,Nicole,Brooklyn,Williamsburg,Entire home/apt,80,2,18,2019-05-19,0.88,1,12
18120094,Clean Private Room in East Village,24594940,Manisha,Manhattan,East Village,Private room,100,5,8,2019-01-03,0.3,1,128
5327598,Convenient & Updated- prime East Village location!,11576606,Katie,Manhattan,East Village,Entire home/apt,199,3,1,2016-10-02,0.03,1,0
20520410,MANHATTAN Budget Shared Room East harlem,39657176,Andrew,Manhattan,East Harlem,Shared room,75,7,1,2017-08-20,0.04,1,0
894093,"Cozy room,only 2 blocks from subway,10min to City!",4644172,Sheena,Queens,Astoria,Private room,47,1,71,2018-09-04,1.05,1,0
36243129,Brand New Private 5 bedrooms apartment ##5,35783912,Pi & Leo,Bronx,Fordham,Entire home/apt,178,2,0,,,8,89
35353585,1 BR apt next to Washington Sq (Manhattan),192784843,Adam,Manhattan,Greenwich Village,Entire home/apt,300,5,0,,,1,9
23378828,Spacious bedroom in heart of Forest Hills,133536506,David,Queens,Forest Hills,Private room,36,1,0,,,1,0
35548551,"Bright, Clean and Spacious 2 bdrm top floor!",11397354,Regine,Brooklyn,Flatbush,Entire home/apt,89,2,1,2019-06-27,1.0,1,4
19919747,Awesome Times Square 1 BR Loft in City Centre,142053,Jowelle,Manhattan,Hell's Kitchen,Entire home/apt,199,2,59,2019-06-24,2.52,5,266
10488146,Large Sunny Private Room w/Balcony & Roof,2355573,Sarah,Brooklyn,Williamsburg,Private room,80,5,81,2019-06-27,1.96,2,308
32965,FLAT MACDONOUGH GARDEN,137974,Khem,Brooklyn,Bedford-Stuyvesant,Entire home/apt,115,3,124,2019-06-20,1.72,2,170
17075535,"Lovely, private studio apartment near Manhattan.",114552571,John,Staten Island,St. George,Entire home/apt,120,2,116,2019-07-05,4.0,1,191
4296956,Sharbell’s vacation,22307859,Sharon,Brooklyn,Canarsie,Entire home/apt,210,3,11,2019-07-07,2.75,5,83
16533876,Charming spacious room in Williamsburg,11521252,Florence,Brooklyn,Williamsburg,Private room,83,4,0,,,1,0
33399897,AC Hotel New York Downtown-7 Nights Min,5144567,Yun,Manhattan,Financial District,Private room,169,7,1,2019-05-25,0.65,13,365
22277233,Sunny & Dreamy Bedstuy Room,105018962,Karly,Brooklyn,Bedford-Stuyvesant,Private room,45,3,1,2018-01-01,0.05,2,0
31877977,Stunning Private Bedroom in UWS 107,238321374,Eyal,Manhattan,Upper West Side,Private room,60,30,0,,,32,329
13623671,Sunny Room in Hip Bushwick,26500909,Sarah,Brooklyn,Bushwick,Private room,60,2,1,2016-06-27,0.03,1,0
16480273,Sunny Spring Sanctuary ~ 2 Bedroom Apt.,108188109,Thomas,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3,75,2019-06-15,2.59,1,36
1427518,"Spacious, amenity-filled 1 BDR Williamsburg Apt",7654662,Elizabeth,Brooklyn,Williamsburg,Entire home/apt,160,6,1,2013-09-07,0.01,1,0
12630697,"Huge,  Sunny,  Good Vibes Authentic Artist's LOFT",227369,Kimberly,Brooklyn,Bedford-Stuyvesant,Entire home/apt,177,4,82,2019-01-26,2.22,1,73
28912811,Full parlor floor in a Brooklyn brownstone,27922078,Timothy,Brooklyn,Crown Heights,Entire home/apt,65,3,7,2019-01-27,0.77,1,0
21213047,The Solstice - A One Bedroom Apartment,153150422,Charles,Manhattan,Chelsea,Entire home/apt,165,2,11,2018-06-24,0.53,1,2
8588357,Spacious Williamsburg with backyard,2636827,Erin,Brooklyn,Williamsburg,Private room,80,3,6,2017-01-02,0.16,2,0
11567121,Spacious West Village Studio Apt,11523568,Kate,Manhattan,West Village,Entire home/apt,190,1,25,2018-11-25,0.67,1,158
34502889,NEW Sunny Light filled 1BR Apartment in Brooklyn!,260413032,David,Brooklyn,Bedford-Stuyvesant,Entire home/apt,149,2,3,2019-07-02,3.0,1,268
29724480,J-NEW ROOM*NEAR CASINO*AIRPORT*CAFE*DOORSTEP METRO,213208277,Darry,Queens,South Ozone Park,Private room,59,4,2,2019-05-17,0.33,8,365
34470953,Chelsea Pines Inn - Hide Away Suite,255234351,Ejaz,Manhattan,West Village,Private room,299,1,0,,,4,269
287408,Lovely Hell's Kitchen Studio...,1495090,Carey,Manhattan,Hell's Kitchen,Entire home/apt,165,2,72,2018-07-31,0.82,1,10
35732847,A lovely room in a great house close to RUMC.,102263916,John,Staten Island,Tompkinsville,Private room,50,1,4,2019-07-07,4.0,2,84
20535577,1 bedroom Aptm+ Guest room close to Prospect Park,59442523,Josh,Brooklyn,Flatbush,Entire home/apt,80,1,2,2017-08-25,0.09,2,0
34117228,Whimsical music room in an Artsy W’burg 3br,6645096,Wendy,Brooklyn,Williamsburg,Private room,78,2,2,2019-07-03,2.0,1,5
23857159,1Br available in luxury building Park Slope,14476858,Kola,Brooklyn,Sunset Park,Private room,106,2,1,2018-03-19,0.06,1,0
33688884,Spacious Room in North Williamsburg!,30590073,Michael,Brooklyn,Williamsburg,Private room,70,1,7,2019-05-31,3.28,2,98
10539491,Kid Friendly Central Park West Apt.,54348871,Suzette,Manhattan,Upper West Side,Entire home/apt,250,1,88,2019-06-20,2.13,1,329
18750597,"Huge Brooklyn Brownstone Living, Close to it all.",8993084,Kimberly,Brooklyn,Bedford-Stuyvesant,Private room,0,4,1,2018-01-06,0.05,4,28
30681498,Private Entire Studio 10min to LGA! 全独立套房十分钟法拉盛中心,157337532,Henry,Queens,College Point,Entire home/apt,65,1,50,2019-07-03,7.69,2,78
33804214,Studio sized room in Midtown-East Manhattan,136122177,Elizabeth,Manhattan,Kips Bay,Private room,100,6,3,2019-05-31,1.3,1,0
19588190,1BR - Heart of West Village - 30 Day Min - Unit 4,4422523,Marie,Manhattan,West Village,Entire home/apt,190,30,1,2019-05-17,0.57,6,277
628078,NYC Whole Apt.  Dec 26th- Feb 3rd,3119145,Dennis,Manhattan,Harlem,Entire home/apt,105,14,6,2018-08-16,0.07,1,0
8166737,1 bedroom Prospect-Lefferts Gardens,6101617,Joe,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,89,4,3,2016-05-30,0.07,1,0
26450809,Sonder | Hanover Square | Classic 1BR + Rooftop,12243051,Sonder,Manhattan,Financial District,Entire home/apt,190,29,0,,,96,284
6477586,A large 1-bedroom apartment,29690360,Olga,Manhattan,Inwood,Entire home/apt,120,3,0,,,1,0
7319512,Modern & Bright Queen Bedroom-Green C8,20559017,Yohan,Manhattan,Upper East Side,Private room,65,30,3,2019-05-06,0.08,9,342
2536005,Bright Room in Battery Park!,9426702,KayCee,Manhattan,Battery Park City,Private room,91,2,26,2017-07-27,0.44,1,0
16301464,"Studio apt in Midtown Manhattan, great value",66271966,Don,Manhattan,Hell's Kitchen,Entire home/apt,97,1,4,2017-03-16,0.14,1,0
35855199,Beautiful bedroom in NYC! Minutes to Central Park!,268807394,Dean,Manhattan,East Harlem,Private room,80,3,0,,,3,205
1635672,Cute studio apt in West Village,8687489,Adam,Manhattan,West Village,Entire home/apt,150,7,40,2017-11-25,0.57,1,0
21714177,It's All Yours: Big Beautiful 1 Bedroom in Harlem,158097857,Jahmil,Manhattan,Harlem,Entire home/apt,110,3,5,2018-05-28,0.31,1,0
9934510,Creative Bed-Stuy Brownstone,2670322,Amina,Brooklyn,Bedford-Stuyvesant,Private room,40,2,0,,,1,0
9425524,Big Bright Private Room in Brooklyn,5753744,Rindon,Brooklyn,Prospect-Lefferts Gardens,Private room,42,1,1,2016-10-02,0.03,2,0
22343429,Spacious Greenwich Village Apt near Wash Sq. Park,15927874,Mike,Manhattan,Greenwich Village,Entire home/apt,191,3,1,2017-12-20,0.05,1,0
5872177,Sunny One Bedroom-Amazing Location,9893040,Sari,Manhattan,Chelsea,Entire home/apt,163,3,12,2016-05-12,0.24,1,0
36372104,Exposed Brick,32303395,Roderick,Brooklyn,Bedford-Stuyvesant,Private room,120,2,0,,,1,6
401579,"ECO-APT, free YOGA, 2 new bedrooms. Best location!",462379,Loretta,Brooklyn,Carroll Gardens,Entire home/apt,298,30,131,2019-06-23,1.84,2,296
7742287,Spacious furnished room,40694772,Data05,Queens,Flushing,Private room,55,2,0,,,1,0
34785397,"Artist Room, Cozy Crown Heights",230698955,Victoria,Brooklyn,Crown Heights,Private room,29,5,1,2019-05-31,0.75,2,0
30102666,"Summer in style, 2BR Apt with Rooftop",15967997,Laura,Brooklyn,Williamsburg,Entire home/apt,380,3,3,2019-06-24,0.48,1,14
21739035,NEWLY RENOVATED STUDIO APARTMENT IN HARLEM,158335126,Jonathan,Manhattan,Harlem,Entire home/apt,130,3,11,2018-05-03,0.56,1,89
13282638,Hip & Clean Bushwick Treasure,31753024,Marie-Luisa,Brooklyn,Bushwick,Entire home/apt,68,2,4,2016-09-13,0.11,1,0
27579844,Wyndham Midtown 45 (2 Bedroom Presidential) 6A,100238132,Michael,Manhattan,Midtown,Entire home/apt,339,3,4,2019-04-03,0.41,12,0
19103027,Modern Private Bedroom-15min from the Manhattan!,133460613,Ed,Queens,Astoria,Private room,74,1,0,,,2,359
35699079,Harlem Retreat,57627694,Olga,Manhattan,Harlem,Entire home/apt,91,1,0,,,1,50
30129898,PRIME WILLIAMSBURG 1 BED APT- PRIVATE & SUNNY,45319780,Mia,Brooklyn,Williamsburg,Entire home/apt,200,3,0,,,1,0
30694693,"Gorgeous Hideout, Close to Everything.",202144863,Huma,Queens,Woodhaven,Private room,60,1,10,2019-03-01,1.49,1,0
6228461,Brooklyn Zen Gem Serenity Bedroom,31675601,Sophie,Brooklyn,Bay Ridge,Private room,65,30,67,2019-05-19,1.31,4,252
23612962,Modern Luxury Studio in Manhattan,15798930,Sunil,Manhattan,Financial District,Entire home/apt,115,7,5,2018-07-08,0.32,1,0
14177028,"Private Floor, Room and bathroom In Townhouse, BK",29219991,Doug,Brooklyn,Williamsburg,Private room,98,10,62,2019-07-02,1.78,2,211
3623946,Sunny and Spacious Two Bedroom Duplex with Terrace,18254730,Valeria,Brooklyn,South Slope,Entire home/apt,192,4,6,2019-04-28,0.14,1,8
12519774,Sunny Two Bedroom in South Slope,2593193,Fiona,Brooklyn,Sunset Park,Entire home/apt,200,7,0,,,1,11
30321732,NYC/UES Beautiful and Sunny one-bedroom apartment,227705254,Shula,Manhattan,Upper East Side,Entire home/apt,275,4,5,2019-06-26,0.7,1,77
22584603,Private room with Amazing views of Manhattan.,4719170,Amber,Brooklyn,Greenpoint,Private room,45,2,6,2019-03-04,0.33,1,0
20801388,Spacious gorgeous digs in East Village w elevator,3607821,Julia,Manhattan,East Village,Entire home/apt,149,2,5,2018-04-14,0.23,1,0
